1,50056362,32380,
2,8782495,29482,
3,32468861,33787,
4,32411976,29450,
5,167207,29903,
6,19131924,30214,
7,105646,29621,
8,66824263,29540,
9,112088,30319,
10,81461476,29417,
11,200111785,29843,
12,270597133,29739,
13,117338032,32129,
14,58578324,29429,
15,9661014,29908,
16,5868161,30080,
17,7441097,29357,
18,6668130,31656,
19,4139580,30184,
20,11639688,29511,
21,11567236,31013,
22,804405,30194,
23,1368763,29443,
24,1082653,29368,
25,40153755,30136,
26,39872893,29426,
27,8560091,29360,
28,14389331,30331,
29,6293478,29315,
30,36480997,29444,
31,36546792,30222,
32,9332365,29330,
33,47607691,29350,
34,38840992,30249,
35,109793473,29404,
36,152467857,29387,
37,200180461,30272,
38,200201626,29378,
39,200206330,29435,
40,200217346,30338,
41,200205021,29364,
42,193185805,29377,
43,42657941,30344,
44,7029529,29398,
45,4894906,30281,
46,83835103,29398,
47,83918646,29362,
48,7483660,30247,
49,15573701,29377,
50,16760923,29408,
51,4174634,30291,
52,49342864,29394,
53,91858426,29341,
54,200191824,30249,
55,200174692,29430,
56,200176395,29185,
57,200175056,30202,
58,200199227,29379,
59,200225435,29419,
60,200165868,30261,
61,192862462,29490,
62,42317177,29447,
63,7341459,30242,
64,4931888,29417,
65,15362120,29331,
66,11025044,30150,
67,68174645,29302,
68,72911538,29338,
69,7498763,30157,
70,19739055,29342,
71,66360557,29306,
72,92170063,30199,
73,200143103,29383,
74,200213766,29310,
75,200173534,30184,
76,200201287,29288,
77,200201501,29330,
78,200228938,29390,
79,200183787,30149,
80,192494908,29352,
81,42053213,29299,
82,7756506,30234,
83,4957758,29287,
84,83103255,29310,
85,83923999,30246,
86,7527461,29348,
87,3116130,29320,
88,12993681,30483,
89,16321967,29400,
90,4067204,29320,
91,49923603,30232,
92,92598025,29287,
93,200186324,29342,
94,200222588,30237,
95,200185359,29345,
96,200223069,29300,
97,200186021,30126,
98,200190124,29370,
99,200197156,29297,
100,192092189,30150,
101,41756293,29434,
102,8151884,29358,
103,4971680,30157,
104,14705527,29417,
105,79084437,29291,
106,72815388,28909,
107,7835354,29330,
108,19830915,30184,
109,66692794,29295,
110,92921717,30248,
111,200161797,29310,
112,200199102,29263,
113,200198503,30269,
114,200241620,29263,
115,200217818,29280,
116,200224766,30122,
117,200218179,29392,
118,191652071,29305,
119,41341270,30137,
120,8571869,29293,
121,5017352,29403,
122,82222177,30177,
123,83810736,30234,
124,7829627,29375,
125,15765002,29392,
126,16407030,30084,
127,3719050,29330,
128,456775,29359,
129,50597060,29238,
130,93296190,30059,
131,200184620,29388,
132,200219505,29308,
133,200197046,30347,
134,200194281,29267,
135,200193371,29320,
136,200214812,30157,
137,200214990,29362,
138,191300079,29303,
139,41022513,30226,
140,8938221,29300,
141,5064167,29237,
142,14077177,30242,
143,78969963,29302,
144,72562939,29317,
145,7825913,30147,
146,3563696,29394,
147,16883543,29295,
148,66905047,30191,
149,93715475,29448,
150,200183626,29329,
151,200233002,30244,
152,200213957,29280,
153,200236227,29409,
154,200209254,30125,
155,200235416,29164,
156,200182032,29290,
157,190863888,30134,
158,40681097,29303,
159,9382501,29391,
160,5069926,30252,
161,81355342,29330,
162,83657160,29447,
163,8169534,30249,
164,3793091,29539,
165,16087522,29340,
166,15795974,30244,
167,471723,29246,
168,51246391,29310,
169,94137641,30181,
170,200178283,29357,
171,200178550,29322,
172,200177505,30283,
173,200180381,29253,
174,200176203,30124,
175,200158458,30212,
176,200149088,29487,
177,190569897,29320,
178,40413627,30191,
179,9665078,29350,
180,5092129,29305,
181,81063042,30169,
182,83640291,29310,
183,8462188,29310,
184,19998087,30204,
185,67356734,29223,
186,94468130,29417,
187,200181456,30316,
188,200215499,29301,
189,200184901,29220,
190,200214998,30110,
191,200183511,29196,
192,200223327,29225,
193,200183644,30159,
194,190162029,29121,
195,40176262,29397,
196,10090767,30204,
197,5109796,29377,
198,80616133,29312,
199,83602803,30263,
200,8472845,29447,
201,20025427,29365,
202,67653966,30292,
203,94888511,29265,
204,200183471,29362,
205,200222976,29286,
206,200175336,30159,
207,200186090,29367,
208,200188172,29348,
209,200191492,30141,
210,200186690,29297,
211,189739255,29367,
212,39858414,30216,
213,10488196,29398,
214,5154318,29400,
215,80228011,30216,
216,79020084,29355,
217,4750846,29375,
218,8277768,30127,
219,20047591,29315,
220,45570873,29422,
221,30481931,30159,
222,1259884,29407,
223,21178369,29359,
224,64746298,30297,
225,200181457,29305,
226,200214719,29454,
227,200188561,29467,
228,200218866,29325,
229,200156242,30092,
230,200220872,29380,
231,200161834,29343,
232,189296437,30164,
233,33170924,29215,
234,6759521,29420,
235,10585901,30151,
236,5182503,29420,
237,21780438,30205,
238,21906678,29340,
239,2902271,29315,
240,2019772,30259,
241,55181339,29327,
242,59668365,29380,
243,8483041,30199,
244,4157093,29449,
245,16338554,29345,
246,67790742,30164,
247,95626614,29469,
248,200185613,29292,
249,200219164,30217,
250,200186897,29337,
251,200217472,29315,
252,200185964,30162,
253,200228880,29363,
254,200185660,29211,
255,188911336,30193,
256,39289388,29258,
257,11335955,29300,
258,5197927,30306,
259,79377687,29252,
260,83521926,29353,
261,8803734,30181,
262,20098540,29363,
263,68211843,29350,
264,96057832,30105,
265,200185341,29369,
266,200217910,29373,
267,200185485,30149,
268,200219009,29293,
269,200185301,30132,
270,200218894,29303,
271,55425576,29412,
272,12050864,30383,
273,804609,29240,
274,798363,29343,
275,1110876,30125,
276,143422532,29276,
277,175121411,29405,
278,38994053,30106,
279,11761550,29330,
280,5203813,29342,
281,78931870,30234,
282,83501391,29275,
283,87532488,29383,
284,24856087,30087,
285,72578721,29364,
286,112519331,29495,
287,252646306,30185,
288,244206967,29286,
289,356365708,29361,
290,244229616,29236,
291,356342960,29317,
292,244252218,30252,
293,356320971,29325,
294,232125046,29315,
295,194796842,30214,
296,43858241,29275,
297,12157578,29367,
298,83915639,30204,
299,83479480,29318,
300,87303202,30232,
301,24877054,29325,
302,72903891,29313,
303,112909420,30164,
304,252950130,29335,
305,244280116,29345,
306,356292917,30266,
307,244302916,29358,
308,356270937,29292,
309,244324876,30092,
310,356248608,29350,
311,231817449,29300,
312,194417912,30174,
313,43568259,29402,
314,12558797,29360,
315,83897371,30127,
316,83443536,28212,
317,86903404,30289,
318,24898120,29313,
319,73229724,29317,
320,113338828,30286,
321,253254161,29379,
322,244392645,29425,
323,289559740,30174,
324,134426124,29395,
325,91186705,29424,
326,1923839,30246,
327,65786143,29395,
328,109039410,29365,
329,264896779,30261,
330,244438875,30219,
331,356136022,29482,
332,231511631,29477,
333,193997212,30289,
334,43278760,29439,
335,12978048,29351,
336,83877577,30284,
337,83405847,29427,
338,86471789,29400,
339,24920344,30351,
340,73556966,29345,
341,113769226,29454,
342,253559125,30291,
343,244504882,29452,
344,356068791,29352,
345,244527757,30204,
346,356046595,29375,
347,244550219,29318,
348,356023735,30242,
349,231205060,29400,
350,193579008,29437,
351,42988865,30229,
352,13395845,29399,
353,83860746,29404,
354,83369870,30304,
355,86044078,29494,
356,24940651,29427,
357,73883279,30252,
358,114196869,29420,
359,253862820,29395,
360,244615023,30321,
361,355958119,29351,
362,244646313,29427,
363,355935623,30322,
364,244676601,29454,
365,355904234,29387,
366,230898466,30259,
367,193145417,29370,
368,42700367,29422,
369,13829003,30276,
370,83841787,29408,
371,83333997,29420,
372,85600338,30331,
373,24961969,29362,
374,74207728,29275,
375,114640556,30236,
376,254166632,29370,
377,244743348,29342,
378,355831168,30204,
379,244766413,29415,
380,355807879,29281,
381,244788967,30241,
382,355784517,30261,
383,230592791,29405,
384,192726469,29407,
385,42410583,30304,
386,14248708,29330,
387,83823265,29114,
388,83298074,30328,
389,85170915,29425,
390,24983964,29377,
391,74533449,30257,
392,115070337,29360,
393,254470724,29377,
394,244856917,30257,
395,355711540,29345,
396,244878381,29400,
397,355688927,30139,
398,244908215,29437,
399,355666776,29333,
400,230291640,30323,
401,192306484,29449,
402,42125842,29378,
403,14667497,30309,
404,83804909,29407,
405,83260427,29352,
406,84741002,30356,
407,25004470,29333,
408,74855359,29297,
409,115500009,30236,
410,254770118,29439,
411,244974185,29459,
412,355600348,30232,
413,244995737,29378,
414,355577814,29349,
415,245017230,30385,
416,355555649,29442,
417,229983005,29317,
418,191888830,30162,
419,41834855,29280,
420,15087081,29572,
421,83786211,30436,
422,83224537,29489,
423,84313262,29181,
424,25025232,30063,
425,75182497,32617,
426,115928099,29382,
427,255075453,30247,
428,245085523,29258,
429,355487714,30304,
430,245115957,29418,
431,355464117,29374,
432,245147925,30254,
433,355433638,29409,
434,229676970,29377,
435,191452638,30211,
436,41546597,29331,
437,15522400,29427,
438,83767607,30605,
439,83188531,29350,
440,83867558,29980,
441,25047003,30236,
442,75507526,29338,
443,116374953,29409,
444,255378422,30395,
445,245215297,29402,
446,355358594,29609,
447,245245425,30244,
448,355336950,29564,
449,245267572,29385,
450,355306183,30306,
451,229369512,29358,
452,191025137,29367,
453,41255861,30351,
454,15950080,29420,
455,83749014,29350,
456,83151811,30288,
457,83429803,29410,
458,25067884,29347,
459,75834067,30273,
460,116811997,29398,
461,255683706,29423,
462,245335369,25642,
463,355238832,29619,
464,245357234,30257,
465,355216461,29420,
466,245379118,29434,
467,355194647,30230,
468,229062366,29472,
469,190606358,29357,
470,40965076,30147,
471,16369025,29262,
472,83729940,29280,
473,83115540,30096,
474,82997543,29354,
475,25089191,29255,
476,76161762,30126,
477,117243425,29308,
478,255989252,29365,
