Nov  4 22:27:02 gpu-225 kernel: [   34.944270] 34944268182
Nov  4 22:27:02 gpu-225 kernel: [   34.955386] 34955383988
Nov  4 22:27:02 gpu-225 kernel: [   35.052660] irq_time: 35052658884,35052679007
Nov  4 22:27:02 gpu-225 kernel: [   35.055218] irq_time: 35055217636,35055227490
Nov  4 22:27:02 gpu-225 kernel: [   35.059772] irq_time: 35059770896,35059790526
Nov  4 22:27:02 gpu-225 kernel: [   35.075481] irq_time: 35075479151,35075498782
Nov  4 22:27:02 gpu-225 kernel: [   35.097641] irq_time: 35097639009,35097658625
Nov  4 22:27:02 gpu-225 kernel: [   35.140939] 35140938461
Nov  4 22:27:02 gpu-225 kernel: [   35.297794] irq_time: 35297793628,35297810929
Nov  4 22:27:02 gpu-225 kernel: [   35.341113] 35341111589
Nov  4 22:27:02 gpu-225 kernel: [   35.497947] irq_time: 35497945023,35497965998
Nov  4 22:27:02 gpu-225 kernel: [   35.541307] 35541305852
Nov  4 22:27:03 gpu-225 kernel: [   35.698109] irq_time: 35698107843,35698128470
Nov  4 22:27:03 gpu-225 kernel: [   35.741502] 35741499625
Nov  4 22:27:03 gpu-225 kernel: [   35.898242] irq_time: 35898241022,35898262890
Nov  4 22:27:03 gpu-225 kernel: [   35.932998] 35932996548
Nov  4 22:27:03 gpu-225 kernel: [   35.939803] 35939801818
Nov  4 22:27:03 gpu-225 kernel: [   35.941697] 35941695352
Nov  4 22:27:03 gpu-225 kernel: [   35.944796] 35944795269
Nov  4 22:27:03 gpu-225 kernel: [   36.053156] irq_time: 36053155079,36053168720
Nov  4 22:27:03 gpu-225 kernel: [   36.055698] irq_time: 36055696273,36055715887
Nov  4 22:27:03 gpu-225 kernel: [   36.060279] irq_time: 36060277057,36060296859
Nov  4 22:27:03 gpu-225 kernel: [   36.072064] irq_time: 36072062467,36072082324
Nov  4 22:27:03 gpu-225 kernel: [   36.075513] irq_time: 36075511011,36075530823
Nov  4 22:27:03 gpu-225 kernel: [   36.075567] irq_time: 36075565999,36075574544
Nov  4 22:27:03 gpu-225 kernel: [   36.075618] irq_time: 36075618345,36075622932
Nov  4 22:27:03 gpu-225 kernel: [   36.076003] irq_time: 36076001471,36076021285
Nov  4 22:27:03 gpu-225 kernel: [   36.098396] irq_time: 36098394244,36098414259
Nov  4 22:27:03 gpu-225 kernel: [   36.141856] 36141855233
Nov  4 22:27:03 gpu-225 kernel: [   36.298550] irq_time: 36298549177,36298572141
Nov  4 22:27:03 gpu-225 kernel: [   36.342032] 36342030065
Nov  4 22:27:03 gpu-225 kernel: [   36.498682] irq_time: 36498681384,36498705788
Nov  4 22:27:03 gpu-225 kernel: [   36.542217] 36542215868
Nov  4 22:27:04 gpu-225 dbus[1293]: [system] Activating service name='org.freedesktop.UPower' (using servicehelper)
Nov  4 22:27:04 gpu-225 kernel: [   36.698817] irq_time: 36698816072,36698838800
Nov  4 22:27:04 gpu-225 kernel: [   36.742397] 36742394881
Nov  4 22:27:04 gpu-225 dbus[1293]: [system] Successfully activated service 'org.freedesktop.UPower'
Nov  4 22:27:04 gpu-225 kernel: [   36.898975] irq_time: 36898973241,36899004541
Nov  4 22:27:04 gpu-225 kernel: [   36.933520] 36933519460
Nov  4 22:27:04 gpu-225 kernel: [   36.940308] 36940307920
Nov  4 22:27:04 gpu-225 kernel: [   36.942586] 36942577967
Nov  4 22:27:04 gpu-225 kernel: [   36.945294] 36945293562
Nov  4 22:27:04 gpu-225 kernel: [   36.956537] 36956536552
Nov  4 22:27:04 gpu-225 kernel: [   37.053643] irq_time: 37053641014,37053665807
Nov  4 22:27:04 gpu-225 kernel: [   37.056170] irq_time: 37056169173,37056178835
Nov  4 22:27:04 gpu-225 kernel: [   37.060779] irq_time: 37060778673,37060788535
Nov  4 22:27:04 gpu-225 kernel: [   37.061176] irq_time: 37061175458,37061185340
Nov  4 22:27:04 gpu-225 kernel: [   37.076526] irq_time: 37076524860,37076544964
Nov  4 22:27:04 gpu-225 kernel: [   37.099153] irq_time: 37099151744,37099172234
Nov  4 22:27:04 gpu-225 kernel: [   37.142757] 37142755199
Nov  4 22:27:04 gpu-225 kernel: [   37.299286] irq_time: 37299285186,37299299701
Nov  4 22:27:04 gpu-225 kernel: [   37.342952] 37342950431
Nov  4 22:27:04 gpu-225 kernel: [   37.499434] irq_time: 37499432248,37499460042
