Oct 30 21:06:15 fermi kernel: [ 2221.401345] irq!intr:0x100000
Oct 30 21:06:15 fermi kernel: [ 2221.401371] irq_time = 0000000000031683
Oct 30 21:06:15 fermi kernel: [ 2221.849222] irq!intr:0x100000
Oct 30 21:06:16 fermi kernel: [ 2222.400451] irq!intr:0x100000
Oct 30 21:06:16 fermi kernel: [ 2222.400475] irq_time = 0000000000029046
Oct 30 21:06:16 fermi kernel: [ 2222.848329] irq!intr:0x100000
Oct 30 21:06:17 fermi kernel: [ 2223.399555] irq!intr:0x100000
Oct 30 21:06:17 fermi kernel: [ 2223.399579] irq_time = 0000000000028651
Oct 30 21:06:17 fermi kernel: [ 2223.847435] irq!intr:0x100000
Oct 30 21:06:18 fermi kernel: [ 2224.398659] irq!intr:0x100000
Oct 30 21:06:18 fermi kernel: [ 2224.398684] irq_time = 0000000000029669
Oct 30 21:06:18 fermi kernel: [ 2224.846542] irq!intr:0x100000
Oct 30 21:06:19 fermi kernel: [ 2225.397763] irq!intr:0x100000
Oct 30 21:06:19 fermi kernel: [ 2225.397787] irq_time = 0000000000028807
Oct 30 21:06:19 fermi kernel: [ 2225.845648] irq!intr:0x100000
Oct 30 21:06:20 fermi kernel: [ 2226.396868] irq!intr:0x100000
Oct 30 21:06:20 fermi kernel: [ 2226.396892] irq_time = 0000000000028638
Oct 30 21:06:20 fermi kernel: [ 2226.844754] irq!intr:0x100000
Oct 30 21:06:21 fermi kernel: [ 2227.395972] irq!intr:0x100000
Oct 30 21:06:21 fermi kernel: [ 2227.395997] irq_time = 0000000000029564
Oct 30 21:06:21 fermi kernel: [ 2227.843860] irq!intr:0x100000
Oct 30 21:06:22 fermi kernel: [ 2228.395076] irq!intr:0x100000
Oct 30 21:06:22 fermi kernel: [ 2228.395100] irq_time = 0000000000028685
Oct 30 21:06:22 fermi kernel: [ 2228.842966] irq!intr:0x100000
Oct 30 21:06:23 fermi kernel: [ 2229.394181] irq!intr:0x100000
Oct 30 21:06:23 fermi kernel: [ 2229.394205] irq_time = 0000000000028566
Oct 30 21:06:23 fermi kernel: [ 2229.842072] irq!intr:0x100000
Oct 30 21:06:24 fermi kernel: [ 2230.393285] irq!intr:0x100000
Oct 30 21:06:24 fermi kernel: [ 2230.393310] irq_time = 0000000000029455
Oct 30 21:06:24 fermi kernel: [ 2230.841179] irq!intr:0x100000
Oct 30 21:06:25 fermi kernel: [ 2231.392390] irq!intr:0x100000
Oct 30 21:06:25 fermi kernel: [ 2231.392414] irq_time = 0000000000028668
Oct 30 21:06:25 fermi kernel: [ 2231.840285] irq!intr:0x100000
Oct 30 21:06:26 fermi kernel: [ 2232.391494] irq!intr:0x100000
Oct 30 21:06:26 fermi kernel: [ 2232.391518] irq_time = 0000000000028716
Oct 30 21:06:26 fermi kernel: [ 2232.839391] irq!intr:0x100000
Oct 30 21:06:27 fermi kernel: [ 2233.390598] irq!intr:0x100000
Oct 30 21:06:27 fermi kernel: [ 2233.390623] irq_time = 0000000000028641
Oct 30 21:06:27 fermi kernel: [ 2233.838497] irq!intr:0x100000
Oct 30 21:06:28 fermi kernel: [ 2234.389703] irq!intr:0x100000
Oct 30 21:06:28 fermi kernel: [ 2234.389729] irq_time = 0000000000029564
Oct 30 21:06:28 fermi kernel: [ 2234.837603] irq!intr:0x100000
Oct 30 21:06:29 fermi kernel: [ 2235.388808] irq!intr:0x100000
Oct 30 21:06:29 fermi kernel: [ 2235.388832] irq_time = 0000000000028608
Oct 30 21:06:29 fermi kernel: [ 2235.836710] irq!intr:0x100000
Oct 30 21:06:30 fermi kernel: [ 2236.387912] irq!intr:0x100000
Oct 30 21:06:30 fermi kernel: [ 2236.387936] irq_time = 0000000000028563
Oct 30 21:06:30 fermi kernel: [ 2236.835812] irq!intr:0x100000
Oct 30 21:06:31 fermi kernel: [ 2237.387017] irq!intr:0x100000
Oct 30 21:06:31 fermi kernel: [ 2237.387042] irq_time = 0000000000029537
Oct 30 21:06:31 fermi kernel: [ 2237.834918] irq!intr:0x100000
Oct 30 21:06:32 fermi kernel: [ 2238.386121] irq!intr:0x100000
Oct 30 21:06:32 fermi kernel: [ 2238.386145] irq_time = 0000000000028625
Oct 30 21:06:32 fermi kernel: [ 2238.834024] irq!intr:0x100000
Oct 30 21:06:33 fermi kernel: [ 2239.385226] irq!intr:0x100000
Oct 30 21:06:33 fermi kernel: [ 2239.385250] irq_time = 0000000000028543
Oct 30 21:06:33 fermi kernel: [ 2239.833131] irq!intr:0x100000
Oct 30 21:06:34 fermi kernel: [ 2240.384330] irq!intr:0x100000
Oct 30 21:06:34 fermi kernel: [ 2240.384355] irq_time = 0000000000029487
Oct 30 21:06:34 fermi kernel: [ 2240.832237] irq!intr:0x100000
Oct 30 21:06:35 fermi kernel: [ 2241.383435] irq!intr:0x100000
Oct 30 21:06:35 fermi kernel: [ 2241.383459] irq_time = 0000000000028770
Oct 30 21:06:35 fermi kernel: [ 2241.831343] irq!intr:0x100000
Oct 30 21:06:36 fermi kernel: [ 2242.382539] irq!intr:0x100000
Oct 30 21:06:36 fermi kernel: [ 2242.382563] irq_time = 0000000000028591
Oct 30 21:06:36 fermi kernel: [ 2242.830449] irq!intr:0x100000
Oct 30 21:06:37 fermi kernel: [ 2243.381644] irq!intr:0x100000
Oct 30 21:06:37 fermi kernel: [ 2243.381668] irq_time = 0000000000028586
Oct 30 21:06:37 fermi kernel: [ 2243.829555] irq!intr:0x100000
Oct 30 21:06:38 fermi kernel: [ 2244.380749] irq!intr:0x100000
Oct 30 21:06:38 fermi kernel: [ 2244.380774] irq_time = 0000000000029536
Oct 30 21:06:38 fermi kernel: [ 2244.828661] irq!intr:0x100000
Oct 30 21:06:39 fermi kernel: [ 2245.379852] irq!intr:0x100000
Oct 30 21:06:39 fermi kernel: [ 2245.379876] irq_time = 0000000000028850
Oct 30 21:06:39 fermi kernel: [ 2245.827768] irq!intr:0x100000
