0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,9,7,0
16,9,7,0
16,6,8,0
16,6,8,0
0,0,0,0
0,0,0,0
22,18,16,9
16,14,18,15
16,14,18,15
25,15,16,6
25,15,16,6
32,22,6,0
32,22,6,0
31,25,10,0
31,25,10,0
21,16,16,9
25,16,16,9
25,16,16,6
26,13,16,6
26,13,16,8
13,16,16,15
13,16,14,15
22,15,14,8
22,15,15,8
25,15,16,6
25,15,16,6
14,16,21,9
14,16,21,9
16,15,33,0
16,15,33,0
21,16,28,0
21,16,28,0
28,16,25,0
28,16,25,0
15,16,24,6
15,16,24,6
17,22,11,9
17,22,11,9
30,29,10,0
30,29,10,0
17,14,30,5
17,14,30,5
18,20,20,11
18,20,20,11
32,29,8,0
32,29,8,0
14,23,27,3
14,23,27,3
17,16,15,16
17,16,15,16
14,16,14,16
14,16,14,16
15,17,16,14
15,17,16,14
17,16,14,14
17,16,14,14
31,36,1,1
31,36,1,1
14,13,16,16
14,13,16,16
15,17,15,14
15,17,15,14
31,14,16,0
31,14,16,0
16,17,35,0
16,17,35,0
16,16,15,16
16,16,16,16
16,16,16,16
34,32,0,0
34,32,0,0
15,15,29,0
15,15,29,0
27,16,15,0
27,16,15,0
9,6,3,0
9,6,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
