3447346,3465
4198489,3284
2798043,3270
3628109,3340
3465244,3426
4225444,2804
4250406,3740
4166293,3664
4157374,3299
4364597,3461
4418274,3268
3967566,3455
4175060,2875
4422801,3344
3914752,3659
4199811,3217
3446345,3574
3853563,3473
4299002,3670
3950706,3265
4155824,3585
3049573,3327
3967994,3514
3977893,3625
4153621,3531
4187556,3350
3593913,3268
4116701,3380
4179416,3376
3891953,3405
4186372,3544
4134863,2842
3892661,3409
3764765,3360
2951111,3389
4158892,3467
2999202,3335
3933956,3354
4208691,3510
4133899,3430
3893489,3391
3998465,2563
3844098,3240
4216577,3574
3424151,3461
3857499,3249
3493000,2695
3424036,3453
4223847,3301
4236615,3391
2793382,3498
4493246,3171
3484302,3635
4232422,3310
4231486,3309
4438523,2777
4038826,3291
4216094,3370
4454202,3360
3984286,3587
4204475,3483
4389250,3432
3716111,4118
4432721,3324
4173930,3149
3122251,3448
3610928,3353
3436093,3331
3633578,3403
4205094,3324
4194537,3550
3511179,3461
4182486,3261
4196521,2844
3913765,3503
3875697,3364
3646676,3334
3445210,3302
3340435,3231
3698276,3414
3878943,3393
4261560,3357
3922367,3724
4192587,3603
3396106,3375
3925392,3441
4340644,3533
3994284,3407
3997569,4429
4397798,3407
4127593,3373
3465237,3387
3699144,3358
4186649,3479
2433601,3459
4177597,3356
4235294,3262
4160813,3516
3618667,3291
4209844,3503
3815346,3263
4204623,4393
3768472,2651
4221212,3399
4403167,3438
3449447,3414
4232357,3464
3901079,3349
4210980,3627
4411944,2836
4387190,3549
4172393,3404
3765228,3190
4248397,3149
4775770,3421
4484365,3279
3703864,2831
4205165,3272
4416690,11238
3082156,3290
3001736,3436
4261430,3253
4217917,2871
4399832,2826
4158127,3368
4393698,3437
4137944,3351
3450108,3481
3386320,3583
3903902,3321
4163963,3585
4149631,3373
4656397,3497
3950728,3335
4191802,3336
3955564,3557
4417183,3541
3901888,3628
3653142,3158
4205854,3166
2974993,3539
4220839,3441
4162286,3782
4157934,3297
3961614,3240
3480873,3308
4169394,3485
4146348,3344
4235544,3341
3624345,3633
4392582,3450
4203948,3451
3124655,3374
4251186,3495
3468207,3695
3950916,3271
3925000,3692
3974810,3411
4210306,3485
3934030,3649
4173077,3405
4377269,3746
4143947,3572
3727003,3440
4249034,3452
4158765,3573
3920510,3303
3048394,3319
4188970,3208
3470774,3530
4207877,3537
3912309,2992
4407386,3602
4480188,3369
3929360,3270
3435980,2589
4490572,3466
3883009,3387
4194698,3436
3039022,3411
4188142,3187
3822948,3004
3414774,3340
3896045,3248
4112533,3618
3519002,3336
4428587,3536
4188636,3548
3022936,3303
4685768,3521
3942136,3547
4315980,3311
2905430,3433
4211044,3384
4168866,3369
4459553,3440
4197835,3434
4384797,3395
4173450,3345
4441688,3186
3998312,3293
3884376,4091
4161348,3485
3942846,3380
3644714,2799
4125576,2697
4234898,3353
4283779,2634
3961445,3286
3495758,3263
4026039,3553
3773359,3506
4203799,3346
3927120,3331
3617900,3387
4355751,3397
4316604,3365
3903822,2943
3250152,3227
4586590,3467
3642913,3394
4263858,3229
3694896,3641
4300996,11109
3227521,3320
4337987,3325
3733466,2657
4178055,3273
4501833,3447
4250016,3403
4249706,10294
3984247,3384
3868151,3418
4267354,3607
3477542,3487
3865493,3304
4443180,3229
3409325,3350
4188480,3249
4426887,3501
4211473,3509
4355971,3373
4128268,3355
4382636,3312
4210655,3544
3006371,3467
4181745,13647
3735640,3396
3447585,3449
4167858,3303
4224898,3505
4204350,3222
4233444,3417
4493078,3359
3927265,3526
3627564,3373
4097625,3480
3377112,3433
4166971,3357
4441542,3251
4185591,2658
4246456,2809
4233610,2997
4184505,3500
3601197,3260
3590654,3595
4143542,3606
4256406,3461
4294588,3352
4145682,3447
4006122,3469
4140636,3197
3733710,3368
3548709,3325
4162648,3364
3765667,3408
4401074,3408
2985455,3614
4264223,3312
3560068,3651
4142347,3480
4568458,3356
3895144,3490
4135276,3340
4169809,3289
4209045,3493
4184214,3641
4238021,3738
4147853,3225
4260638,3414
3883303,3350
4422648,3396
3385240,3460
3460407,3400
3979853,3446
3063543,3367
3485537,2784
3067879,3429
4129174,3506
3471009,3457
4419868,3856
4145462,3459
2930555,7452
3392850,3580
3836186,3446
4476265,3513
4356162,3690
4209222,3427
3885759,3422
4163844,3253
4248635,3017
4245101,3243
3732449,3459
4183422,3424
4374227,3481
4410005,11190
4281555,3290
3610873,3339
3179481,3575
3951898,3438
3813671,3282
3540647,3461
3423250,3213
4185108,3565
4148421,3278
4179733,3303
4135780,3358
2922747,2643
4198405,3279
4378211,3365
2946899,3394
4180472,3454
4201889,3449
3591617,3568
