4425095,3353
4169105,11784
4322174,2767
4447680,3340
3747111,3398
4457383,3388
4096639,3518
3449982,3231
4148077,3279
4186966,3722
2997759,3327
4173147,3294
4173057,3324
3856996,15006
3854657,3508
3653061,3595
4138418,3505
4526770,3469
4171524,3356
3730379,3084
4180571,3573
4192786,3388
4110853,2719
4171430,3338
4481806,3451
4096582,3562
3263309,3349
3721978,3570
4114653,3085
4615460,2958
4386989,3448
4202286,3355
4383316,3534
3392433,3405
4468421,3553
4162033,3658
4412692,3442
3901392,3573
3462190,3390
4464528,3531
3823490,3472
4543692,3265
4243661,3237
3441123,3321
4187031,3489
4169193,3349
4485913,3457
3588785,3516
4366835,3460
4429939,3418
3668788,3464
4257195,3500
4186643,3123
4180640,2985
4162505,2842
3409600,3392
2877307,3400
4266612,3478
4375168,3577
4132055,3438
4418168,3372
4200968,2692
3677765,3537
3106679,3588
3669173,3477
4202480,3276
3417162,3608
3928795,2658
3113244,3531
3573420,3250
3475937,2734
4475829,3532
3354735,3097
4459100,3454
3916125,3682
4232180,3336
3608774,3489
3723409,3492
3841139,3349
3627981,3597
3769506,3417
3690074,3495
3938330,3404
3894342,3146
3463115,3619
3695557,3369
4157187,3287
4118375,2663
2910359,3363
4437035,3585
3568889,3411
3919716,3323
3481774,3639
3527600,3661
4186668,3389
4234429,3325
4162143,3133
4256095,3506
4167381,3475
4397148,3274
4394304,3398
4179584,3326
4224195,3387
3598374,3441
4401077,3499
4147332,3222
4229214,3397
4404458,3560
4182302,3203
3431443,3517
4140561,3191
4429382,3465
3941194,3317
3889295,3465
3423502,3471
4195758,3445
3689043,2992
4206717,3418
4369534,6566
4230953,3569
3889251,3417
4173154,3680
4215215,3351
4408957,2892
3522625,3518
4428319,3392
4147540,3417
4415468,3471
4320652,3249
4206671,3016
4404276,3339
3433936,3335
3461470,3446
3943588,11264
4264997,3252
3449037,3433
4147369,3433
3814038,3520
3878197,2989
4182442,3430
4118800,3571
4217324,2612
4364314,3558
2722895,3218
3832901,3338
3936392,3598
3124528,3298
4201760,3253
4220030,3264
3764862,3206
4253141,3180
4358644,3287
4338717,3519
3557230,3269
4210852,3711
3420724,3418
4235140,3523
2921764,3358
4141351,3276
4172068,3825
3813680,3374
4238698,3208
3577384,2741
3666074,3387
3608665,3359
3963145,3654
4013617,3408
4027845,3403
4863362,3321
4245583,3573
4080277,3546
3907237,3282
4366404,3450
4403855,3524
3815814,3445
4400788,3702
4014394,3675
3475589,3484
3632442,3061
3480393,3365
3657286,2891
4330918,2957
4187563,3632
3745482,3477
4410396,3384
3458733,3353
2950042,3582
3437407,2731
3535094,3372
4164676,3348
4092512,3576
3683916,3468
4272434,3324
4212388,3222
4386524,3543
4162109,3601
4376841,3490
4170324,3614
4132686,4232
3080795,3377
3702184,3499
4199714,3418
4384808,3465
4426150,3308
4270478,3276
3451585,3518
4155061,3306
4156835,3299
3842283,3411
3547297,3655
3950127,4124
4073202,3579
4374724,3402
4243782,3160
4403523,3514
4440753,3385
4127209,3369
3608482,3425
4199466,3294
4289388,3466
3354604,3455
4225432,3312
4190785,3244
3904353,3406
4146623,3699
4190823,3422
4891878,3275
4228966,3448
3375862,3318
3971784,3437
2889976,3473
4189182,3453
4391472,3462
4194959,3527
3022873,3411
3931116,3624
3383121,3402
4400850,3770
4185843,3250
3378380,3394
4169615,3282
4237140,3448
4327202,3449
3890836,3445
4242119,3648
2991544,3551
4155381,3517
4414421,3671
4405185,3541
4187592,3340
3694315,3476
3468951,3472
3609358,3370
3622400,2788
4450558,3437
4441773,3214
4190235,3492
4206603,3588
3974226,3490
4171166,3485
4451385,3604
4227926,3292
3554489,3443
3928076,3609
3510214,3283
4407316,3391
3757035,3452
3461165,3352
4176439,3349
3720065,3530
3902610,3406
4225582,3597
4245903,3491
4407995,3471
4180563,2794
3927362,3458
3635731,2885
3855428,3617
3881742,3430
4048989,3326
2927780,3526
4251914,3403
3908857,3682
4175708,2790
2963615,3482
3016364,3593
2973659,3559
4174401,3096
3436120,3327
4396946,3362
4106092,3640
3635541,3346
4247534,6128
4332890,3384
4259392,2757
4349020,3520
4155834,3552
4191148,3381
3654850,3328
4160838,3548
3857782,3593
4436802,3443
4373532,3554
4141058,3608
3057406,3671
3951247,3473
4195211,3128
4381498,3460
4514634,3337
4415335,3439
4101438,3180
4169360,3413
3369382,3248
3985663,3411
4419922,3587
4188842,3450
3598053,3603
4144550,2635
4204138,3589
4168394,3484
4199951,3604
4467178,3525
4109658,3217
4243637,3453
4460176,3597
3619288,3379
4238039,3347
4375453,3468
4147045,11183
4251632,3449
3558696,3466
4140792,3348
3606934,2885
3021165,3222
4177366,3260
4380251,3515
4193956,3347
3880468,3359
3460788,3369
4503657,3457
4141923,2809
4209565,3364
4340612,3677
4557965,3146
4196712,2691
3619388,3264
3978136,3421
3439875,3385
4184909,3426
3527100,3511
4121769,3153
4542866,2735
2913149,3413
3911497,3598
3938885,3213
3678594,3300
4173466,3453
4215961,3482
3908006,3609
4206035,3440
2956016,3449
3893211,3751
4212355,3484
3388305,2672
3619700,3370
4155157,3356
2451984,3460
4191944,3457
3749383,3478
3605673,3463
3645284,3284
3989818,3426
4104908,3359
4314601,3308
4252486,3589
4212071,4116
4228560,2631
4341405,2833
3651745,2870
4138294,3560
2596341,3591
4264545,3310
4451241,3343
3922429,2927
3919367,3378
3867830,3516
4178120,3344
4303388,3498
3055314,3640
4450453,3546
3120615,3337
4198463,3473
4258675,3280
4415039,3453
4173730,3275
3526321,3592
4658318,3443
3894887,3547
3682402,3559
3425484,3399
4371716,3547
3877278,3339
3903893,3319
4365034,3466
4208033,3130
4156047,3355
3886507,3382
4489361,11368
4111470,3398
3684868,4128
4189476,3483
4215774,3391
3832708,3560
4090101,3686
4162103,3540
3619208,3318
3706055,3588
4451223,3417
4434154,3273
3107459,2786
3919068,3448
3455155,3500
4076945,3366
4164099,3384
3916932,3448
4209450,3629
3924003,2831
3984324,3240
4169832,3561
3672631,3436
4167961,3213
3845906,3319
3916826,3305
4223875,3132
4212747,3435
3482519,3262
3884457,3338
4167675,3488
4065974,2674
4222140,2755
3627174,3274
3974134,3618
3880290,3017
3789276,3408
3910172,3510
3915126,3597
4203075,3486
4121699,3265
3620277,3222
4141292,2868
4131665,3397
3920240,3339
4185073,3214
2988748,3397
3978908,2737
4176838,2643
4158389,3491
3664099,3268
3753813,3587
4195454,3409
3446350,2893
3444213,3434
3961050,3179
3965356,3056
3646972,3355
3974922,3459
3715604,3405
3973060,3430
3460394,10155
3424712,3378
3909011,3222
4169034,3499
3662214,3294
3416978,3620
4215769,3138
3871957,3446
4008513,3506
3348283,2828
4158631,2879
4272909,3560
3452517,3515
3099938,3390
3829945,3180
4156120,3292
4092875,3564
3937848,3583
3935006,3295
3598840,3394
4162287,3283
3109456,2998
3856095,3464
3419595,3500
3932394,3563
4166509,3568
4023218,3495
4122497,3413
4158564,3380
3977505,3490
3594040,2687
4207567,3549
4106364,3575
4198251,3656
2755272,3357
4164021,3558
3975644,3457
4112742,3305
4088980,3335
4188045,3428
3928155,3241
4221032,3873
2963906,2782
4001094,3292
4147506,4303
4126285,3336
3739600,3516
3533659,2902
3938562,3379
3989624,3520
3496423,3402
3127294,3425
4108691,3326
4237447,3362
4109555,3446
3965498,6626
3403112,3394
4145974,2823
4131190,3413
4148209,3362
4142267,3292
3407286,3287
3895917,3348
4093750,3483
4077106,2923
3941796,2799
3947928,3525
4420710,3487
4111786,3515
4104844,3338
3669289,3451
3434133,3372
3797927,3425
4203033,3168
4105694,3347
4157962,3361
4219112,3461
4141017,3416
3479577,10148
3734815,3257
3840848,3618
3343087,3532
3946522,2637
4440217,3549
3944516,3434
4207871,3248
4187947,3355
3926894,3428
4094754,3284
3845453,3381
4087505,3490
4197515,3654
3561053,3470
3428065,3306
4147354,3430
4101069,3474
3896931,3477
4570061,3577
3988258,2730
3964119,3539
4160845,2948
3639335,3527
3979285,3387
4268887,12934
4149842,3832
4158979,3665
3915981,3407
4133356,3534
4139239,3228
4432941,3490
3887443,3332
4177947,2883
3005999,3449
4183687,2918
4116572,3068
4174198,3446
4177590,3193
4151390,3037
4216175,3351
4551804,3118
4391362,3439
4204693,4340
4147691,3262
3414055,3526
3918075,3555
3374960,3585
4182014,3538
3875150,3346
3442175,3457
4173892,3346
3904900,3398
4244643,3631
4149156,3349
3415672,3447
3971865,3501
4218325,3339
3378254,3571
3035374,3410
3417895,3332
3430807,3401
4380231,2939
3933679,2700
3995994,3380
4174896,3146
3428286,3331
4158264,3240
3871666,3861
2785260,3182
3995012,3183
4187057,3489
3969930,3476
4430329,3398
4181177,3344
3678830,3610
4129313,3424
4146663,3380
3951886,10660
3890928,3383
4177458,3352
3951152,3214
4153105,3339
4252769,3591
2892334,2808
4242785,2950
4365125,3348
4181550,3561
4261043,3567
3830774,3471
4170093,2708
4213070,3542
3014377,3482
3928130,3440
3415683,3396
4197859,2812
3352336,3327
3828568,3459
3949579,3404
3918299,3627
4309514,3300
4141826,3477
4217941,3273
4223600,3376
3933697,3229
3905380,3335
4373996,3407
3905729,3528
4144538,3515
3453582,3515
3976887,3368
4194107,3298
3848821,3358
3652171,3435
4189596,3325
3464378,3261
3602476,3416
4134950,6397
3420629,3478
4122302,3521
